bcq,1000,1,0,8.669871706360755
bcq,1000,1,1,1.534136822491992
bcq,1000,1,2,8.668781449742973
bcq,1000,1,3,8.666295920717964
bcq,1000,1,4,8.677474634619179
bcq,1000,1,5,3.8876537040131245
bcq,1000,1,6,8.672009665012474
bcq,1000,1,7,8.669324214992368
bcq,1000,1,8,8.672526996341807
bcq,1000,1,9,8.66843748602442
bcq,1000,1,10,8.669188172656302
bcq,1000,1,11,8.672588648002275
bcq,1000,1,12,8.676583527854145
bcq,1000,1,13,8.674682546286881
bcq,1000,1,14,8.672181770239812
bcq,1000,1,15,8.671492045719042
bcq,1000,1,16,5.631540683432831
bcq,1000,1,17,8.673613790472771
bcq,1000,1,18,8.673087593486283
bcq,1000,1,19,1.6017811764480454
bcq,1000,1,20,8.670942074990677
bcq,1000,1,21,8.676210220581122
bcq,1000,1,22,1.5276665995912007
bcq,1000,1,23,8.676168873257094
bcq,1000,1,24,2.2518903767872445
bcq,1000,1,25,1.9868640110378708
bcq,1000,1,26,3.5804179097450355
bcq,1000,1,27,8.675469235315614
bcq,1000,1,28,1.592222399250785
bcq,1000,1,29,8.6729030491652
bcq,1000,1,30,8.673516293598944
bcq,1000,1,31,8.677756144504357
bcq,1000,1,32,3.5589383362468157
bcq,1000,1,33,5.6854203327965545
bcq,1000,1,34,3.568739238474472
bcq,1000,1,35,8.668975671749644
bcq,1000,1,36,1.5333311384147965
bcq,1000,1,37,8.674274580359103
bcq,1000,1,38,3.3060699178861803
bcq,1000,1,39,1.562774602362583
bcq,1000,1,40,8.67784150965876
bcq,1000,1,41,1.524711965058053
bcq,1000,1,42,8.667783018595031
bcq,1000,1,43,8.677655472462614
bcq,1000,1,44,8.66927273097956
bcq,1000,1,45,8.671571597702423
bcq,1000,1,46,1.5454818109410464
bcq,1000,1,47,3.291086189097361
bcq,1000,1,48,8.668685363936286
bcq,1000,1,49,8.667152512085586
bcq,1000,1,50,5.152424192431061
bcq,1000,1,51,8.674363292296722
bcq,1000,1,52,8.66761387550685
bcq,1000,1,53,8.670959607244166
bcq,1000,1,54,8.675601069473142
bcq,1000,1,55,8.671367593331881
bcq,1000,1,56,1.536053612732367
bcq,1000,1,57,8.672194960663388
bcq,1000,1,58,8.676218153522573
bcq,1000,1,59,8.669260054944438
bcq,1000,1,60,8.672887738770255
bcq,1000,1,61,8.66876168494009
bcq,1000,1,62,8.674444838672219
bcq,1000,1,63,8.674121268357357
bcq,1000,1,64,8.673949632695859
bcq,1000,1,65,8.672115571348881
bcq,1000,1,66,8.668699010269295
bcq,1000,1,67,8.671196042565605
bcq,1000,1,68,8.67077258050001
bcq,1000,1,69,8.672215823933499
bcq,1000,1,70,8.677915324596267
bcq,1000,1,71,8.676063690084774
bcq,1000,1,72,8.667089173889808
bcq,1000,1,73,8.674709983468254
bcq,1000,1,74,8.667078687252939
bcq,1000,1,75,8.67572906497341
bcq,1000,1,76,8.67419539165516
bcq,1000,1,77,8.667437190480952
bcq,1000,1,78,8.673845266528673
bcq,1000,1,79,8.671659360645528
bcq,1000,1,80,3.599169151366654
bcq,1000,1,81,8.672951970553683
bcq,1000,1,82,8.67169462078054
bcq,1000,1,83,8.673817053527396
bcq,1000,1,84,8.66684504683636
bcq,1000,1,85,8.668591769381177
bcq,1000,1,86,8.67804898674548
bcq,1000,1,87,1.5293156685548643
bcq,1000,1,88,5.353069737739007
bcq,1000,1,89,8.673576577693058
bcq,1000,1,90,8.673294357850697
bcq,1000,1,91,8.670983241836463
bcq,1000,1,92,1.686192918940903
bcq,1000,1,93,8.672550206684159
bcq,1000,1,94,8.670591649416089
bcq,1000,1,95,8.675442407479077
bcq,1000,1,96,8.67663875123606
bcq,1000,1,97,5.149129407332223
bcq,1000,1,98,8.675032592417594
bcq,1000,1,99,8.670351629816237
bcq,1000,2,0,8.681432989419987
bcq,1000,2,1,8.681432989419987
bcq,1000,2,2,8.681432989419987
bcq,1000,2,3,8.681432989419987
bcq,1000,2,4,8.681432989419987
bcq,1000,2,5,3.3350278997776686
bcq,1000,2,6,5.7565009238271045
bcq,1000,2,7,8.681432989419987
bcq,1000,2,8,8.681432989419987
bcq,1000,2,9,8.681432989419987
bcq,1000,2,10,3.9716748114981693
bcq,1000,2,11,8.681432989419987
bcq,1000,2,12,8.681432989419987
bcq,1000,2,13,8.681432989419987
bcq,1000,2,14,8.681432989419987
bcq,1000,2,15,8.681432989419987
bcq,1000,2,16,1.5986097450757653
bcq,1000,2,17,8.681432989419987
bcq,1000,2,18,8.681432989419987
bcq,1000,2,19,8.681432989419987
bcq,1000,2,20,8.681432989419987
bcq,1000,2,21,8.681432989419987
bcq,1000,2,22,8.681432989419987
bcq,1000,2,23,8.681432989419987
bcq,1000,2,24,8.681432989419987
bcq,1000,2,25,8.681432989419987
bcq,1000,2,26,1.5577317593933682
bcq,1000,2,27,1.7242630849594356
bcq,1000,2,28,8.681432989419987
bcq,1000,2,29,1.571131171569104
bcq,1000,2,30,8.681432989419987
bcq,1000,2,31,8.681432989419987
bcq,1000,2,32,8.681432989419987
bcq,1000,2,33,8.681432989419987
bcq,1000,2,34,8.681432989419987
bcq,1000,2,35,8.681432989419987
bcq,1000,2,36,1.5540077339730543
bcq,1000,2,37,8.681432989419987
bcq,1000,2,38,8.681432989419987
bcq,1000,2,39,8.681432989419987
bcq,1000,2,40,8.681432989419987
bcq,1000,2,41,8.681432989419987
bcq,1000,2,42,8.681432989419987
bcq,1000,2,43,1.7116011297216724
